bioguide_id,full_name,birthyear,image,office_address,phone,website,fec_id,bioname,chamber,left_right_ideology,party_code,state_abbrev,district_code,icpsr,party
M000355,Mitch McConnell,1942.0,https://www.congress.gov/img/member/m000355_200.jpg,"317 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2541,https://www.mcconnell.senate.gov/,S2KY00012,"McCONNELL, Addison Mitchell (Mitch)",Senate,0.403,200,KY,0,14921,Republican
M000687,Kweisi Mfume,1948.0,https://www.congress.gov/img/member/m000687_200.jpg,"2263 Rayburn House Office Building, Washington, DC 20515",(202) 225-4741,https://mfume.house.gov/,H6MD07020,"MFUME, Kweisi",House,-0.44,100,MD,7,15433,Democrat
M000871,Tracey Mann,1976.0,https://www.congress.gov/img/member/m000871_200.jpg,"344 Cannon House Office Building, Washington, DC 20515",(202) 225-2715,https://mann.house.gov,H0KS01123,"MANN, Tracey",House,0.606,200,KS,1,22134,Republican
M000934,Jerry Moran,1954.0,https://www.congress.gov/img/member/m000934_200.jpg,"521 Dirksen Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-6521,https://www.moran.senate.gov,S0KS00091,"MORAN, Jerry",Senate,0.414,200,KS,0,29722,Republican
M001111,Patty Murray,1950.0,https://www.congress.gov/img/member/1b52ad6d215684d847d1c2bf28b9b262_200.jpg,"154 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2621,https://www.murray.senate.gov/,S2WA00189,"MURRAY, Patty",Senate,-0.355,100,WA,0,49308,Democrat
M001136,Lisa C. McClain,1966.0,https://www.congress.gov/img/member/677836d41658e791a384976d_200.jpg,"562 Cannon House Office Building, Washington, DC 20515",(202) 225-2106,https://mcclain.house.gov,H0MI10287,"MCCLAIN, Lisa C.",House,0.548,200,MI,9,22136,Republican
M001137,Gregory W. Meeks,1953.0,https://www.congress.gov/img/member/m001137_200.jpg,"2310 Rayburn House Office Building, Washington, DC 20515",(202) 225-3461,https://meeks.house.gov,H8NY06048,"MEEKS, Gregory W.",House,-0.416,100,NY,5,29776,Democrat
M001143,Betty McCollum,1954.0,https://www.congress.gov/img/member/116_rp_mn_4_mccollum_betty_200.jpg,"2426 Rayburn House Office Building, Washington, DC 20515",(202) 225-6631,https://mccollum.house.gov,H0MN04049,"McCOLLUM, Betty",House,-0.419,100,MN,4,20122,Democrat
M001153,Lisa Murkowski,1957.0,https://www.congress.gov/img/member/m001153_200.jpg,"522 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-6665,https://www.murkowski.senate.gov/,S0AK00063,"MURKOWSKI, Lisa",Senate,0.203,200,AK,0,40300,Republican
M001157,Michael T. McCaul,1962.0,https://www.congress.gov/img/member/116_rp_tx_10_mccaul_michael_200.jpg,"2300 Rayburn House Office Building, Washington, DC 20515",(202) 225-2401,https://mccaul.house.gov,H4TX10093,"McCAUL, Michael T.",House,0.41,200,TX,10,20530,Republican
M001160,Gwen Moore,1951.0,https://www.congress.gov/img/member/116_rp_wi_4_moore_gwen_200.jpg,"2252 Rayburn House Office Building, Washington, DC 20515",(202) 225-4572,https://gwenmoore.house.gov,H4WI04183,"MOORE, Gwendolynne S. (Gwen)",House,-0.523,100,WI,4,20537,Democrat
M001163,Doris O. Matsui,1944.0,https://www.congress.gov/img/member/m001163_200.jpg,"2206 Rayburn House Office Building, Washington, DC 20515",(202) 225-7163,https://matsui.house.gov,H6CA05195,"MATSUI, Doris",House,-0.434,100,CA,7,20538,Democrat
M001169,Christopher Murphy,1973.0,https://www.congress.gov/img/member/m001169_200.jpg,"136 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4041,https://www.murphy.senate.gov/,S2CT00132,"MURPHY, Christopher",Senate,-0.284,100,CT,0,20707,Democrat
M001176,Jeff Merkley,1956.0,https://www.congress.gov/img/member/m001176_200.jpg,"531 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3753,https://www.merkley.senate.gov,S8OR00207,"MERKLEY, Jeff",Senate,-0.452,100,OR,0,40908,Democrat
M001177,Tom McClintock,1956.0,https://www.congress.gov/img/member/m001177_200.jpg,"2256 Rayburn House Office Building, Washington, DC 20515",(202) 225-2511,https://mcclintock.house.gov/,H8CA04152,"McCLINTOCK, Tom",House,0.67,200,CA,5,20903,Republican
M001184,Thomas Massie,1971.0,https://www.congress.gov/img/member/m001184_200.jpg,"2371 Rayburn House Office Building, Washington, DC 20515",(202) 225-3465,https://massie.house.gov,H2KY04121,"MASSIE, Thomas",House,0.666,200,KY,4,31102,Republican
M001188,Grace Meng,1975.0,https://www.congress.gov/img/member/m001188_200.jpg,"2468 Rayburn House Office Building, Washington, DC 20515",(202) 225-2601,https://meng.house.gov,H2NY06116,"MENG, Grace",House,-0.37,100,NY,6,21342,Democrat
M001190,Markwayne Mullin,1977.0,https://www.congress.gov/img/member/m001190_200.jpg,"330 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4721,https://www.mullin.senate.gov/,S2OK00186,"MULLIN, Markwayne",Senate,0.532,200,OK,0,21355,Republican
M001194,John R. Moolenaar,1961.0,https://www.congress.gov/img/member/m001194_200.jpg,"246 Cannon House Office Building, Washington, DC 20515",(202) 225-3561,https://moolenaar.house.gov/,H4MI04126,"MOOLENAAR, John",House,0.447,200,MI,2,21526,Republican
M001196,Seth Moulton,1978.0,https://www.congress.gov/img/member/m001196_200.jpg,"1126 Longworth House Office Building, Washington, DC 20515",(202) 225-8020,https://moulton.house.gov/,H4MA06090,"MOULTON, Seth",House,-0.287,100,MA,6,21525,Democrat
M001198,Roger Marshall,1960.0,https://www.congress.gov/img/member/m001198_200.jpg,"479A Russell Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4774,https://www.marshall.senate.gov,H6KS01179,"MARSHALL, Roger Wayne",Senate,0.606,200,KS,0,21734,Republican
M001199,Brian J. Mast,1980.0,https://www.congress.gov/img/member/116_rp_fl_18_mast_brian_200.jpg,"2182 Rayburn House Office Building, Washington, DC 20515",(202) 225-3026,https://mast.house.gov,H6FL18097,"MAST, Brian Jeffery",House,0.461,200,FL,21,21735,Republican
M001204,Daniel Meuser,1964.0,https://www.congress.gov/img/member/6776ebbf4f8a93753830ca7d_200.jpg,"350 Cannon House Office Building, Washington, DC 20515",(202) 225-6511,https://meuser.house.gov,H8PA10147,"MEUSER, Dan",House,0.492,200,PA,9,21945,Republican
M001205,Carol D. Miller,1950.0,https://www.congress.gov/img/member/m001205_200.jpg,"465 Cannon House Office Building, Washington, DC 20515",(202) 225-3452,https://miller.house.gov/,H8WV03097,"MILLER, Carol",House,0.528,200,WV,1,21946,Republican
M001206,Joseph D. Morelle,1957.0,https://www.congress.gov/img/member/67ffc962f22eaf56065817bb_200.jpg,"570 Cannon House Office Building, Washington, DC 20515",(202) 225-3615,https://morelle.house.gov,H8NY25105,"MORELLE, Joseph D.",House,-0.325,100,NY,25,21761,Democrat
M001208,Lucy McBath,1960.0,https://www.congress.gov/img/member/m001208_200.jpg,"2246 Rayburn House Office Building, Washington, DC 20515",(202) 225-4501,https://mcbath.house.gov,H8GA06393,"McBATH, Lucy",House,-0.363,100,GA,6,21944,Democrat
M001210,Gregory F. Murphy,1963.0,https://www.congress.gov/img/member/m001210_200.jpg,"407 Cannon House Office Building, Washington, DC 20515",(202) 225-3415,https://murphy.house.gov,H0NC03172,"MURPHY, Gregory Francis",House,0.488,200,NC,3,21987,Republican
M001211,Mary E. Miller,1959.0,https://www.congress.gov/img/member/m001211_200.jpg,"1740 Longworth House Office Building, Washington, DC 20515",(202) 225-5271,https://marymiller.house.gov,H0IL15129,"MILLER, Mary E.",House,0.786,200,IL,15,22138,Republican
M001212,Barry Moore,1966.0,https://www.congress.gov/img/member/m001212_200.jpg,"1511 Longworth House Office Building, Washington, DC 20515",(202) 225-2901,https://barrymoore.house.gov,H8AL02171,"MOORE, Barry",House,0.645,200,AL,1,22140,Republican
M001213,Blake D. Moore,1980.0,https://www.congress.gov/img/member/m001213_200.jpg,"1131 Longworth House Office Building, Washington, DC 20515",(202) 225-0453,https://blakemoore.house.gov,H0UT01205,"MOORE, Blake D.",House,0.37,200,UT,1,22141,Republican
M001214,Frank J. Mrvan,1969.0,https://www.congress.gov/img/member/m001214_200.jpg,"2441 Rayburn House Office Building, Washington, DC 20515",(202) 225-2461,https://mrvan.house.gov,H0IN01150,"MRVAN, Frank J.",House,-0.308,100,IN,1,22142,Democrat
M001215,Mariannette Miller-Meeks,1955.0,https://www.congress.gov/img/member/m001215_200.jpg,"504 Cannon House Office Building, Washington, DC 20515",(202) 225-6576,https://millermeeks.house.gov/,H8IA02043,"MILLER-MEEKS, Mariannette",House,0.336,200,IA,1,22139,Republican
M001216,Cory Mills,1980.0,https://www.congress.gov/img/member/m001216_200.jpg,"346 Cannon House Office Building, Washington, DC 20515",(202) 225-4035,https://mills.house.gov,H2FL07156,"MILLS, Cory",House,0.602,200,FL,7,22350,Republican
M001217,Jared Moskowitz,1980.0,https://www.congress.gov/img/member/m001217_200.jpg,"242 Cannon House Office Building, Washington, DC 20515",(202) 225-3001,https://moskowitz.house.gov,H2FL22171,"MOSKOWITZ, Jared",House,-0.232,100,FL,23,22353,Democrat
M001218,Richard McCormick,1968.0,https://www.congress.gov/img/member/m001218_200.jpg,"1719 Longworth House Office Building, Washington, DC 20515",(202) 225-4272,https://mccormick.house.gov,H0GA07273,"MCCORMICK, Rich",House,0.891,200,GA,7,22346,Republican
M001219,James C. Moylan,1962.0,https://www.congress.gov/img/member/m001219_200.jpg,"228 Cannon House Office Building, Washington, DC 20510",(202) 225-1188,https://moylan.house.gov,,"MOYLAN, James",House,0.39,200,GU,0,22373,Republican
M001220,Morgan McGarvey,1979.0,https://www.congress.gov/img/member/m001220_200.jpg,"1527 Longworth House Office Building, Washington, DC 20515",(202) 225-5401,https://mcgarvey.house.gov,H2KY03206,"MCGARVEY, Morgan",House,-0.5,100,KY,3,22347,Democrat
M001222,Max L. Miller,1988.0,https://www.congress.gov/img/member/680908fb6c2e6631263de71f_200.jpg,"143 Cannon House Office Building, Washington, DC 20515",(202) 225-3876,https://maxmiller.house.gov,H2OH16051,"MILLER, Max",House,0.39,200,OH,7,22349,Republican
M001223,Seth Magaziner,1983.0,https://www.congress.gov/img/member/m001223_200.jpg,"252 Cannon House Office Building, Washington, DC 20515",(202) 225-2735,https://magaziner.house.gov,H2RI02184,"MAGAZINER, Seth",House,-0.332,100,RI,2,22345,Democrat
M001224,Nathaniel Moran,1974.0,https://www.congress.gov/img/member/680008c5f22eaf56065817f4_200.jpg,"1605 Longworth House Office Building, Washington, DC 20515",(202) 225-3035,https://moran.house.gov,H2TX01112,"MORAN, Nathaniel",House,0.582,200,TX,1,22352,Republican
M001225,Kevin Mullin,1970.0,https://www.congress.gov/img/member/m001225_200.jpg,"1404 Longworth House Office Building, Washington, DC 20515",(202) 225-3531,https://kevinmullin.house.gov,H2CA14162,"MULLIN, Kevin",House,-0.5,100,CA,15,22354,Democrat
M001226,Robert Menendez,1985.0,https://www.congress.gov/img/member/681231f6246d1b6bd8d9f6b4_200.jpg,"2453 Rayburn House Office Building, Washington, DC 20515",(202) 225-7919,https://menendez.house.gov,H2NJ08232,"MENENDEZ, Robert",House,-0.526,100,NJ,8,22348,Democrat
M001227,Jennifer L. McClellan,1972.0,https://www.congress.gov/img/member/m001227_200.jpg,"1628 Longworth House Office Building, Washington, DC 20515",(202) 225-6365,https://mcclellan.house.gov/,H4VA04066,"MCCLELLAN, Jennifer",House,-0.55,100,VA,4,22374,Democrat
M001228,Celeste Maloy,1981.0,https://www.congress.gov/img/member/m001228_200.jpg,"249 Cannon House Office Building, Washington, DC 20515",(202) 225-9730,https://maloy.house.gov,H4UT02296,"MALOY, Celeste",House,0.408,200,UT,2,22376,Republican
M001229,LaMonica McIver,1986.0,https://www.congress.gov/img/member/681dfed94fc893ce843e24b8_200.jpg,"426 Cannon House Office Building, Washington, DC 20515",(202) 225-3436,https://mciver.house.gov/,H4NJ10176,"MCIVER, LaMonica",House,-0.617,100,NJ,10,22381,Democrat
M001230,Ryan Mackenzie,1982.0,https://www.congress.gov/img/member/677430a40b34857ecc909113_200.jpg,"121 Cannon House Office Building, Washington, DC 20515",(202) 225-6411,https://mackenzie.house.gov/,H8PA15195,"MACKENZIE, Ryan",House,0.289,200,PA,7,22533,Republican
M001231,John W. Mannion,1968.0,https://www.congress.gov/img/member/677446860b34857ecc909119_200.jpg,"1516 Longworth House Office Building, Washington, DC 20515",(202) 225-3701,https://mannion.house.gov/,H4NY22085,"MANNION, John W.",House,-0.188,100,NY,22,22534,Democrat
M001232,April McClain Delaney,1964.0,https://www.congress.gov/img/member/677446d80b34857ecc90911f_200.jpg,"1130 Longworth House Office Building, Washington, DC 20515",(202) 225-2721,https://mcclaindelaney.house.gov/,H4MD06340,"MCCLAIN DELANEY, April",House,-0.29,100,MD,6,22536,Democrat
M001233,Mark B. Messmer,1962.0,https://www.congress.gov/img/member/677448630b34857ecc909125_200.jpg,"1208 Longworth House Office Building, Washington, DC 20515",(202) 225-4636,https://messmer.house.gov/,H4IN08249,"MESSMER, Mark B.",House,0.537,200,IN,8,22540,Republican
M001234,Kelly Morrison,1969.0,https://www.congress.gov/img/member/677449a70b34857ecc90912b_200.jpg,"1205 Longworth House Office Building, Washington, DC 20515",(202) 225-2871,https://morrison.house.gov/,H4MN03118,"MORRISON, Kelly",House,-0.281,100,MN,3,22544,Democrat
M001235,Riley M. Moore,1980.0,https://www.congress.gov/img/member/677449fd0b34857ecc909131_200.jpg,"1337 Longworth House Office Building, Washington, DC 20515",(202) 225-2711,https://rileymoore.house.gov/,H0WV02138,"MOORE, Riley M.",House,0.885,200,WV,2,22543,Republican
M001236,Tim Moore,1970.0,https://www.congress.gov/img/member/67744a540b34857ecc909137_200.jpg,"1424 Longworth House Office Building, Washington, DC 20515",(202) 225-5634,https://timmoore.house.gov/,H4NC14015,"MOORE, Tim",House,0.572,200,NC,14,22542,Republican
M001237,Kristen McDonald Rivet,1970.0,https://www.congress.gov/img/member/67744afa0b34857ecc90913d_200.jpg,"1408 Longworth House Office Building, Washington, DC 20515",(202) 225-3611,https://mcdonaldrivet.house.gov/,H4MI08218,"MCDONALD RIVET, Kristen",House,-0.247,100,MI,8,22537,Democrat
M001238,Sarah McBride,1990.0,https://www.congress.gov/img/member/67744b460b34857ecc909143_200.jpg,"1306 Longworth House Office Building, Washington, DC 20515",(202) 225-4165,https://mcbride.house.gov/,H4DE00045,"MCBRIDE, Sarah",House,-0.254,100,DE,1,22535,Democrat
M001239,John J. McGuire III,1968.0,https://www.congress.gov/img/member/67744ba20b34857ecc909149_200.jpg,"1013 Longworth House Office Building, Washington, DC 20515",(202) 225-4711,https://mcguire.house.gov/,H0VA07133,"MCGUIRE, John J., III",House,0.673,200,VA,5,22539,Republican
M001240,Addison P. McDowell,1994.0,https://www.congress.gov/img/member/67744e930b34857ecc90914f_200.jpg,"1032 Longworth House Office Building, Washington, DC 20515",(202) 225-3065,https://mcdowell.house.gov/,H4NC06177,"MCDOWELL, Addison P.",House,0.475,200,NC,6,22538,Republican
M001241,Dave Min,1976.0,https://www.congress.gov/img/member/67744ed90b34857ecc909155_200.jpg,"1034 Longworth House Office Building, Washington, DC 20515",(202) 225-5611,https://min.house.gov/,H4CA47085,"MIN, Dave",House,-0.224,100,CA,47,22541,Democrat
M001242,Bernie Moreno,1967.0,https://www.congress.gov/img/member/67c8694e6159152e59828afb_200.jpg,"284 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2315,https://www.moreno.senate.gov,S4OH00192,"MORENO, Bernardo (Bernie)",Senate,0.771,200,OH,0,42502,Republican
M001243,David McCormick,1965.0,https://www.congress.gov/img/member/677d85e0fdb6cf36bbb649aa_200.jpg,"702 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-6324,https://mccormick.senate.gov/,S2PA00661,"MCCORMICK, David Harold",Senate,0.575,200,PA,0,42501,Republican
M001244,Ashley Moody,1975.0,,"387 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3041,https://www.moody.senate.gov,S6FL00640,"MOODY, Ashley Brooke",Senate,0.746,200,FL,0,42506,Republican
N000002,Jerrold Nadler,1947.0,https://www.congress.gov/img/member/n000002_200.jpg,"2132 Rayburn House Office Building, Washington, DC 20515",(202) 225-5635,https://nadler.house.gov,H2NY17071,"NADLER, Jerrold Lewis",House,-0.507,100,NY,12,29377,Democrat
N000015,Richard E. Neal,1949.0,https://www.congress.gov/img/member/n000015_200.jpg,"372 Cannon House Office Building, Washington, DC 20515",(202) 225-5601,https://neal.house.gov/,H8MA02041,"NEAL, Richard Edmund",House,-0.417,100,MA,1,15616,Democrat
N000026,Troy E. Nehls,1968.0,https://www.congress.gov/img/member/n000026_200.jpg,"1104 Longworth House Office Building, Washington, DC 20515",(202) 225-5951,https://nehls.house.gov,H0TX22302,"NEHLS, Troy E.",House,0.61,200,TX,22,22143,Republican
N000147,Eleanor Holmes Norton,1937.0,https://www.congress.gov/img/member/116_dg_dc_norton_eleanor_200.jpg,"2136 Rayburn House Office Building, Washington, DC 20510",(202) 225-8050,https://norton.house.gov/,,"NORTON, Eleanor Holmes",House,-0.491,100,DC,0,21993,Democrat
N000188,Donald Norcross,1958.0,https://www.congress.gov/img/member/n000188_200.jpg,"2427 Rayburn House Office Building, Washington, DC 20515",(202) 225-6501,https://norcross.house.gov,H4NJ01084,"NORCROSS, Donald",House,-0.419,100,NJ,1,21536,Democrat
N000189,Dan Newhouse,1955.0,https://www.congress.gov/img/member/116_rp_wa_4_newhouse_dan_200.jpg,"460 Cannon House Office Building, Washington, DC 20515",(202) 225-5816,https://newhouse.house.gov,H4WA04104,"NEWHOUSE, Daniel Milton",House,0.317,200,WA,4,21556,Republican
N000190,Ralph Norman,1953.0,https://www.congress.gov/img/member/n000190_200.jpg,"569 Cannon House Office Building, Washington, DC 20515",(202) 225-5501,https://norman.house.gov,H8SC05158,"NORMAN, Ralph",House,0.85,200,SC,5,21753,Republican
N000191,Joe Neguse,1984.0,https://www.congress.gov/img/member/n000191_200.jpg,"2400 Rayburn House Office Building, Washington, DC 20515",(202) 225-2161,https://neguse.house.gov/,H8CO02160,"NEGUSE, Joseph",House,-0.426,100,CO,2,21948,Democrat
N000193,Zachary Nunn,1979.0,https://www.congress.gov/img/member/n000193_200.jpg,"1410 Longworth House Office Building, Washington, DC 20515",(202) 225-5476,https://nunn.house.gov,H2IA03119,"NUNN, Zach",House,0.293,200,IA,3,22356,Republican
O000019,Jay Obernolte,1970.0,https://www.congress.gov/img/member/o000019_200.jpg,"2433 Rayburn House Office Building, Washington, DC 20515",(202) 225-5861,https://obernolte.house.gov,H0CA08135,"OBERNOLTE, Jay",House,0.313,200,CA,23,22145,Republican
O000086,Burgess Owens,1951.0,https://www.congress.gov/img/member/o000086_200.jpg,"309 Cannon House Office Building, Washington, DC 20515",(202) 225-3011,https://owens.house.gov,H0UT04076,"OWENS, Burgess",House,0.452,200,UT,4,22146,Republican
O000172,Alexandria Ocasio-Cortez,1989.0,https://www.congress.gov/img/member/o000172_200.jpg,"250 Cannon House Office Building, Washington, DC 20515",(202) 225-3965,https://ocasio-cortez.house.gov/,H8NY15148,"OCASIO-CORTEZ, Alexandria",House,-0.327,100,NY,14,21949,Democrat
O000173,Ilhan Omar,1982.0,https://www.congress.gov/img/member/o000173_200.jpg,"1730 Longworth House Office Building, Washington, DC 20515",(202) 225-4755,https://omar.house.gov/,H8MN05239,"OMAR, Ilhan",House,-0.296,100,MN,5,21950,Democrat
O000174,Jon Ossoff,1987.0,https://www.congress.gov/img/member/o000174_200.jpg,"317 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3521,https://www.ossoff.senate.gov,S8GA00180,"OSSOFF, Thomas Jonathan (Jon)",Senate,-0.455,100,GA,0,42103,Democrat
O000175,Andrew Ogles,1971.0,https://www.congress.gov/img/member/o000175_200.jpg,"151 Cannon House Office Building, Washington, DC 20515",(202) 225-4311,https://ogles.house.gov,H2TN05446,"OGLES, Andy",House,0.787,200,TN,5,22357,Republican
O000176,"Johnny Olszewski, Jr.",1982.0,https://www.congress.gov/img/member/67744f4e0b34857ecc90915b_200.jpg,"1339 Longworth House Office Building, Washington, DC 20515",(202) 225-3061,https://olszewski.house.gov/,H4MD02232,"OLSZEWSKI, Johnny, Jr.",House,-0.298,100,MD,2,22545,Democrat
O000177,"Robert F. Onder, Jr.",1962.0,https://www.congress.gov/img/member/67744f970b34857ecc909161_200.jpg,"1113 Longworth House Office Building, Washington, DC 20515",(202) 225-2956,https://onder.house.gov/,H8MO09146,"ONDER, Robert F., Jr.",House,0.703,200,MO,3,22546,Republican
P000034,"Frank Pallone, Jr.",1951.0,https://www.congress.gov/img/member/p000034_200.jpg,"2107 Rayburn House Office Building, Washington, DC 20515",(202) 225-4671,https://pallone.house.gov,H8NJ03073,"PALLONE, Frank, Jr.",House,-0.402,100,NJ,6,15454,Democrat
P000048,August Pfluger,1977.0,https://www.congress.gov/img/member/p000048_200.jpg,"2202 Rayburn House Office Building, Washington, DC 20515",(202) 225-3605,https://pfluger.house.gov,H0TX11230,"PFLUGER, August",House,0.633,200,TX,11,22147,Republican
P000145,Alex Padilla,1973.0,https://www.congress.gov/img/member/p000145_200.jpg,"331 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3553,https://www.padilla.senate.gov,S2CA00955,"PADILLA, Alejandro (Alex)",Senate,-0.426,100,CA,0,42104,Democrat
P000197,Nancy Pelosi,1940.0,https://www.congress.gov/img/member/p000197_200.jpg,"1236 Longworth House Office Building, Washington, DC 20515",(202) 225-4965,https://pelosi.house.gov/,H8CA05035,"PELOSI, Nancy",House,-0.489,100,CA,11,15448,Democrat
P000595,Gary C. Peters,1958.0,https://www.congress.gov/img/member/p000595_200.jpg,"724 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-6221,https://www.peters.senate.gov,S4MI00355,"PETERS, Gary C.",Senate,-0.248,100,MI,0,20923,Democrat
P000597,Chellie Pingree,1955.0,https://www.congress.gov/img/member/p000597_200.jpg,"2354 Rayburn House Office Building, Washington, DC 20515",(202) 225-6116,https://pingree.house.gov/,H8ME01120,"PINGREE, Chellie",House,-0.423,100,ME,1,20920,Democrat
P000603,Rand Paul,1963.0,https://www.congress.gov/img/member/p000603_200.jpg,"295 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-4343,https://www.paul.senate.gov,S0KY00404,"PAUL, Rand",Senate,0.891,200,KY,0,41104,Republican
P000605,Scott Perry,1962.0,https://www.congress.gov/img/member/677ec7d3514c773869b6b915_200.jpg,"2160 Rayburn House Office Building, Washington, DC 20515",(202) 225-5836,https://perry.house.gov/,H2PA04135,"PERRY, Scott",House,0.684,200,PA,10,21356,Republican
P000607,Mark Pocan,1964.0,https://www.congress.gov/img/member/p000607_200.jpg,"1026 Longworth House Office Building, Washington, DC 20515",(202) 225-2906,https://pocan.house.gov,H2WI02124,"POCAN, Mark",House,-0.524,100,WI,2,21370,Democrat
P000608,Scott H. Peters,1958.0,https://www.congress.gov/img/member/p000608_200.jpg,"2369 Rayburn House Office Building, Washington, DC 20515",(202) 225-0508,https://scottpeters.house.gov,H2CA52089,"PETERS, Scott",House,-0.193,100,CA,50,21315,Democrat
P000609,Gary J. Palmer,1954.0,https://www.congress.gov/img/member/p000609_200.jpg,"170 Cannon House Office Building, Washington, DC 20515",(202) 225-4921,https://palmer.house.gov/,H4AL06098,"PALMER, Gary James",House,0.674,200,AL,6,21500,Republican
P000610,Stacey E. Plaskett,1966.0,https://www.congress.gov/img/member/116_dg_vi_plaskett_stacey_200.jpg,"2059 Rayburn House Office Building, Washington, DC 20510",(202) 225-1790,https://plaskett.house.gov/,,"PLASKETT, Stacey E.",House,-0.474,100,VI,0,21994,Democrat
P000613,Jimmy Panetta,1969.0,https://www.congress.gov/img/member/116_rp_ca_20_panetta_jimmy_200.jpg,"200 Cannon House Office Building, Washington, DC 20515",(202) 225-2861,https://panetta.house.gov,H6CA20152,"PANETTA, James Varni",House,-0.288,100,CA,19,21740,Democrat
P000614,Chris Pappas,1980.0,https://www.congress.gov/img/member/p000614_200.jpg,"452 Cannon House Office Building, Washington, DC 20515",(202) 225-5456,https://pappas.house.gov,H8NH01210,"PAPPAS, Chris",House,-0.239,100,NH,1,21951,Democrat
P000617,Ayanna Pressley,1974.0,https://www.congress.gov/img/member/p000617_200.jpg,"402 Cannon House Office Building, Washington, DC 20515",(202) 225-5111,https://pressley.house.gov,H8MA07032,"PRESSLEY, Ayanna",House,-0.372,100,MA,7,21955,Democrat
P000620,Brittany Pettersen,1981.0,https://www.congress.gov/img/member/p000620_200.jpg,"348 Cannon House Office Building, Washington, DC 20515",(202) 225-2645,https://pettersen.house.gov,H8CO07045,"PETTERSEN, Brittany",House,-0.367,100,CO,7,22359,Democrat
P000621,Nellie Pou,1956.0,https://www.congress.gov/img/member/67745d3b0b34857ecc909167_200.jpg,"1007 Longworth House Office Building, Washington, DC 20515",(202) 225-5751,https://pou.house.gov/,H4NJ09194,"POU, Nellie",House,-0.308,100,NJ,9,22547,Democrat
P000622,Jimmy Patronis,1972.0,https://www.congress.gov/img/member/67efdb991b05a5a598f7fde9_200.jpg,"2021 Rayburn House Office Building, Washington, DC 20515",(202) 225-4136,https://patronis.house.gov/,H6FL01390,"PATRONIS, Jimmy",House,0.825,200,FL,1,22563,Republican
Q000023,Mike Quigley,1958.0,https://www.congress.gov/img/member/q000023_200.jpg,"2083 Rayburn House Office Building, Washington, DC 20515",(202) 225-4061,https://quigley.house.gov/,H0IL05096,"QUIGLEY, Mike",House,-0.326,100,IL,5,20954,Democrat
R000122,Jack Reed,1949.0,https://www.congress.gov/img/member/r000122_200.jpg,"728 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4642,https://www.reed.senate.gov/,S6RI00163,"REED, John F. (Jack)",Senate,-0.361,100,RI,0,29142,Democrat
R000305,Deborah K. Ross,1963.0,https://www.congress.gov/img/member/r000305_200.jpg,"1221 Longworth House Office Building, Washington, DC 20515",(202) 225-3032,https://ross.house.gov,H0NC02125,"ROSS, Deborah K.",House,-0.378,100,NC,2,22149,Democrat
R000395,Harold Rogers,1937.0,https://www.congress.gov/img/member/r000395_200.jpg,"2406 Rayburn House Office Building, Washington, DC 20515",(202) 225-4601,https://halrogers.house.gov/,H0KY05015,"ROGERS, Harold Dallas (Hal)",House,0.333,200,KY,5,14854,Republican
R000575,Mike Rogers,1958.0,https://www.congress.gov/img/member/116_rp_al_3_rogers_mike_200.jpg,"2469 Rayburn House Office Building, Washington, DC 20515",(202) 225-3261,https://mikerogers.house.gov/,H2AL03032,"ROGERS, Mike Dennis",House,0.378,200,AL,3,20301,Republican
R000579,Patrick Ryan,1982.0,https://www.congress.gov/img/member/r000579_200.jpg,"1708 Longworth House Office Building, Washington, DC 20515",(202) 225-5614,https://patryan.house.gov/,H8NY19223,"RYAN, Patrick",House,-0.235,100,NY,18,22169,Democrat
R000584,James E. Risch,1943.0,https://www.congress.gov/img/member/r000584_200.jpg,"483 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-2752,https://www.risch.senate.gov,S8ID00092,"RISCH, James",Senate,0.551,200,ID,0,40902,Republican
R000595,Marco Rubio,1971.0,https://www.congress.gov/img/member/r000595_200.jpg,,,,S0FL00338,"RUBIO, Marco",Senate,0.616,200,FL,0,41102,Republican
