,actiondate,actiondesc,currentchamber,currentchambercode,lastsummaryupdatedate,text,updatedate,versioncode,bill_number,bill_type
1665,2025-01-16,Introduced in House,House,H,2025-04-15T14:28:21Z,"<p><strong>Wildfire Insurance Coverage Study Act of 2025 </strong></p><p>This bill requires reports regarding wildfire risk and damage. Specifically, the Government Accountability Office (GAO)&nbsp;must report on trends in wildfire declarations, mitigation practices, state and federal programs regarding wildfire risk, and the need for a national map of wildfire risks.</p><p>The GAO must also report on (1) the availability and cost of wildfire insurance coverage for homes and commercial property, (2) state regulatory responses to increasing costs of coverage, and (3) impediments to private wildfire insurance coverage.</p>",2025-04-15T14:29:01Z,0,550,HR
1666,2025-01-15,Introduced in House,House,H,2025-04-15T14:23:10Z,"<p><strong>Interstate Commerce Simplification Act of 2025</strong></p><p>This bill expands the definition of <em>solicitation of orders</em> to include business activities that serve an independently valuable business function apart from the solicitation of orders for purposes of the limitation on a state’s authority to impose a net income tax on an out-of-state seller.</p><p>Under current law, a state is prohibited from imposing a net income tax on income derived from within the state from interstate commerce if the only business activity within the state is the solicitation of orders for the sale of tangible personal property, provided that the orders are approved (or rejected) and filled by shipment or delivery from outside of the state. Further, the Supreme Court has held&nbsp;that the term&nbsp;<em>solicitation of orders</em> includes (1) activities that are strictly essential to making requests for purchases, and (2) ancillary activities that serve no independent business function apart from their connection to requests for purchases.</p><p>Under the bill, the definition of <em>solicitation of orders</em> is expanded to include business activities that facilitate the solicitation of orders even if such business activities serve an independently valuable business function apart from the solicitation.&nbsp;</p>",2025-04-15T14:23:31Z,0,427,HR
1667,2025-01-16,Introduced in House,House,H,2025-04-15T14:20:31Z,"<p><strong>Bank Privacy Reform Act </strong></p><p>This bill eliminates provisions that require financial institutions to report certain financial information to specified government agencies. Currently, financial institutions are required to report certain financial transactions (e.g., transfers of over $10,000)&nbsp;for the purpose of detecting illicit activity, such as money laundering or the financing of terrorism. Under the bill, such records are only obtainable through a search warrant.</p><p>The bill also eliminates reporting requirements related to the beneficial ownership of certain corporate entities.</p>",2025-04-15T14:20:42Z,0,533,HR
1668,2025-01-15,Introduced in House,House,H,2025-04-15T12:52:10Z,"<p><strong>Nuclear Waste Informed Consent Act</strong></p><p>This bill prohibits the Department of Energy (DOE) from using the Nuclear Waste Fund for certain activities related to radioactive waste disposal unless DOE has entered into a written agreement for a repository with (1) the governor of the&nbsp;state in which the proposed repository will be located, (2) affected local governments, (3) local&nbsp;governments contiguous to the affected local governments if spent nuclear fuel or high-level radioactive waste will be transported through them for disposal at the repository, and (4) affected Indian tribes.</p>",2025-04-15T12:58:10Z,0,466,HR
1669,2025-01-14,Introduced in House,House,H,2025-04-14T20:24:53Z,"<p><strong>LNG Public Interest Determination Act of 2025</strong></p><p>This bill modifies and expands requirements for exporting natural gas, including liquefied natural gas (LNG).</p><p>Under the existing provisions of the Natural Gas Act, exporters of natural gas must obtain authorization to make such exports&nbsp;from the Federal Energy Regulatory Commission (FERC). Additionally, FERC must authorize such exports if they are consistent with the public interest.</p><p>The bill directs exporters of natural gas to obtain authorization from the Department of Energy (DOE) rather than from FERC. Before granting an authorization, DOE must determine that the export would not likely (1) contribute significantly to climate change; (2) materially increase energy prices or energy price volatility for U.S. consumers; or (3) create a disproportionate health or environmental burden on rural, low-income, minority, and other vulnerable communities.</p><p>The bill also classifies an authorization of the exportation of natural gas as a major federal action that triggers the environmental review process required under the National Environmental Policy Act of 1969 (NEPA).</p><p>Additionally, the bill terminates the categorical exclusion for&nbsp;exports of natural gas, and any associated transportation of LNG by marine vessels, from&nbsp;NEPA environmental review requirements. A categorical exclusion is a class of actions that a federal agency has determined do not significantly affect the quality of the human environment and, thus, do not require either an environmental assessment nor an environmental impact statement.</p>",2025-04-14T20:25:33Z,0,381,HR
1670,2025-01-15,Introduced in House,House,H,2025-04-14T18:36:36Z,"<p><strong>Supporting Transit Commutes Act&nbsp;</strong></p><p>This bill provides employers a tax deduction for certain transportation fringe benefits given to employees.</p><p>Under the bill, employers may deduct costs for providing employees transportation in a commuter highway vehicle (e.g., van pool) between the employee’s home and place of work or a transit pass. The amount of the deduction cannot exceed the aggregate exclusion amount for such fringe benefits ($325 per month per employee in 2025 and adjusted annually). Further, under the bill, the deduction cannot exceed 50% of such amount for transportation fringe benefits provided under a salary reduction agreement.</p>",2025-04-14T18:37:44Z,0,409,HR
1671,2025-01-21,Introduced in House,House,H,2025-04-14T18:03:55Z,"<p>This bill expands the definition of a qualifying child to include a stillborn child for purposes of the child tax credit. (Under current law, taxpayers may claim a tax credit of up $2,000 for each qualifying child.)</p><p>Under the bill, a stillborn child is an unborn child (1) carried in the womb for a gestational period of 20 weeks or more, and (2) delivered after the spontaneous intrauterine fetal demise of the child.</p>",2025-04-14T18:07:06Z,0,570,HR
1672,2025-01-13,Introduced in Senate,Senate,S,2025-04-14T17:03:27Z,"<p><strong>Taxpayer Resources Used in Emergencies Accountability Act or the TRUE Accountability Act</strong></p><p>This bill requires the Office of Management and Budget (OMB) to issue guidance to certain executive branch agencies for the development of internal control plans that are available for immediate use in future emergencies or crises. (<em>Internal control</em> refers to a process that provides reasonable assurance of achieving effective and efficient operations, reliable financial reporting, and legal compliance.)</p><p>This guidance must be in alignment with the Government Accountability Office reports entitled <em>A Framework for Managing Improper Payments in Emergency Assistance Programs</em> and <em>A Framework for Managing Fraud Risks in Federal Programs</em>.&nbsp;</p><p>Periodically, the agencies subject to this guidance must submit their internal control plan to&nbsp;OMB and OMB must submit such agency plans to Congress.</p>",2025-04-14T17:05:46Z,0,78,S
1673,2025-01-07,Introduced in House,House,H,2025-04-14T16:07:30Z,"<p><strong>Protect Local Farms Act</strong></p><p>This bill provides that the Fair Labor Standards Act (FLSA) preempts any state law that establishes a maximum workweek (i.e., the maximum number of hours an employee is permitted to work without receiving overtime pay) of less than 60 hours for agricultural employees. </p><p>Under the FLSA, agricultural employees are generally exempt from&nbsp;federal overtime requirements.&nbsp;However, federal overtime requirements currently do not preempt state&nbsp;laws that provide greater protections to employees.</p>",2025-04-14T16:09:36Z,0,240,HR
1674,2025-02-11,Introduced in House,House,H,2025-04-14T15:39:50Z,<p><strong>No Propaganda Act</strong></p><p>This bill prohibits federal funding of the Corporation for Public Broadcasting and rescinds certain funds that were provided to the corporation. (The corporation is a congressionally created nonprofit that supports local public television and radio broadcasting.)</p>,2025-04-14T15:43:27Z,0,1211,HR
1675,2025-01-07,Introduced in Senate,Senate,S,2025-04-14T13:54:21Z,<p>This bill excludes locality-based comparability payments from the calculation of retirement and disability annuities for new employees in the Federal Employees’ Retirement System. (General schedule and certain other federal employees receive locality-based comparability payments when their official worksite is located in a geographic area with a pay disparity between federal and non-federal workers of more than 5%.)</p>,2025-04-14T14:01:36Z,0,26,S
1676,2025-01-03,Introduced in House,House,H,2025-04-14T13:39:41Z,"<p><strong>Rural Broadband Window of Opportunity Act</strong></p><p>This bill requires the Federal Communications Commission (FCC) to prioritize the processing of applications for certain rural broadband expansion projects that are located in areas with the shortest construction seasons (e.g., areas with long winters and heavy snowfall).</p><p>Specifically, the FCC must prioritize processing such applications for the Rural Digital Opportunity Fund (RDOF) Phase II auction, which aims to facilitate the provision of broadband service to&nbsp;areas&nbsp;that are&nbsp;partially served. (The RDOF program's first phase, which is focused on broadband service for wholly unserved areas, is underway.)</p>",2025-04-14T13:41:21Z,0,46,HR
1677,2025-02-21,Introduced in House,House,H,2025-04-14T13:11:17Z,"<p><strong>Agricultural and Forestry Hauling Efficiency Act</strong></p><p>This bill allows Virginia to increase the vehicle weight limit for covered agricultural vehicles traveling on interstate highways to 90,000 pounds. Specifically, Virginia may provide a special permit for these covered agricultural vehicles&nbsp;to operate&nbsp;on interstate highways in Virginia.</p><p>The term&nbsp;<em>covered agricultural&nbsp;vehicle&nbsp;</em>means a vehicle that is transporting (1) unprocessed agricultural crops used for food, feed, or fiber; or (2) raw or unfinished forest products, including logs, pulpwood, rough-sawn green lumber, biomass, or wood chips.</p><p>Under current law, there is an&nbsp;80,000 pound overall gross vehicle weight limit&nbsp;for interstate highways,&nbsp;with exceptions. Virginia allows certain agricultural vehicles that do not exceed 90,000 pounds to travel on Virginia highways that are not part of the interstate highway system.</p>",2025-04-14T13:15:46Z,0,1487,HR
1678,2025-01-03,Introduced in House,House,H,2025-04-11T17:04:54Z,"<p><strong>Proven Forest Management Act of 2025</strong></p><p>This bill sets forth provisions to expedite the approval and implementation of forest management activities and establishes related requirements.</p><p>First, the bill categorically excludes a forest management activity conducted on National Forest System land&nbsp;for reducing forest fuels from certain environmental review requirements under the National Environmental Policy Act of 1969 if the activity (1) does not exceed 10,000 acres (including not more than 3,000 acres of mechanical thinning), (2) is developed in a collaborative manner, and (3) is consistent with the forest plan developed for the relevant National Forest System land. </p><p>Next, the bill directs the Forest Service to conduct&nbsp;forest management activities  in a manner that attains multiple ecosystem benefits unless the costs associated with attaining such benefits are excessive.</p><p>Additionally, the Forest Service must (1) establish any post-program ground condition criteria for a ground disturbance caused by a forest management activity required by the applicable forest plan, and (2) provide for monitoring to ascertain the attainment of relevant post-program conditions.</p><p>The bill also allows the Forest Service or the Department of the Interior, as appropriate, to enter into contracts and cooperative agreements with  certain entities to provide for fuel reduction, erosion control, reforestation, and similar activities on federal and nonfederal lands within land adjustment  programs.</p><p>Finally, the bill directs the Forest Service, when conducting a forest management activity on National Forest System land, to coordinate with impacted parties to increase efficiency and maximize the compatibility of management practices across such land.</p>",2025-04-11T17:05:08Z,0,179,HR
1679,2025-04-10,Introduced in House,House,H,2025-04-11T16:05:49Z,"<p>This resolution recognizes Volkert, Inc., headquartered in Alabama, for its 100th anniversary and its contributions to engineering, infrastructure, and economic development.</p>",2025-04-11T16:06:09Z,0,330,HRES
1680,2025-02-05,Introduced in House,House,H,2025-04-11T15:04:13Z,"<p><strong>Quashing Unwanted and Interruptive Electronic Telecommunications Act or the QUIET Act</strong></p><p>This bill establishes a disclosure requirement for robocalls that use artificial intelligence (AI) to emulate a human being and increases forfeiture and fine amounts for certain violations of the Telephone Consumer Protection Act (TCPA). (The TCPA prohibits certain telemarketing calls made without the recipient’s consent and using specified automated technologies.)</p><p>Specifically, any robocall that uses AI to emulate a human being must include a disclosure at the beginning of the message indicating that AI is being used. Under the bill, <em>robocalls</em> are defined as calls made or text messages sent (1) using automatic dialing technology, or (2) using an artificially generated message or an artificial or prerecorded voice. Calls or texts that are made or sent using equipment that requires substantial human intervention are excluded.&nbsp;</p><p>Further, the bill doubles the maximum forfeiture penalty and criminal fine that may be imposed for certain violations of the TCPA involving the use of AI to impersonate an individual or entity with the intent to defraud, cause harm, or wrongfully obtain anything of value. This provision applies to violations that occur after the bill’s enactment.&nbsp;</p>",2025-04-11T15:09:08Z,0,1027,HR
1681,2025-02-07,Introduced in House,House,H,2025-04-11T14:49:50Z,"<p><strong>No Kill Switches in Cars Act</strong></p><p>This bill repeals a requirement that the National Highway Traffic Safety Administration&nbsp;prescribe a federal motor vehicle safety standard that requires certain passenger vehicles to be equipped with advanced drunk and impaired driving prevention technology.&nbsp;Currently, there is no federal motor vehicle safety standard that requires the technology.</p><p>In general, <em>advanced drunk and impaired driving prevention technology</em> is a passive system that (1) monitors a driver's performance to identify driver impairment, or (2) accurately detects whether a driver's blood alcohol concentration is equal to or greater than 0.08%. The system must also prevent or limit vehicle operation if the system determines the driver may be intoxicated or impaired.</p>",2025-04-11T14:52:49Z,0,1137,HR
1682,2025-01-14,Introduced in House,House,H,2025-04-11T14:19:25Z,"<p><strong>Geothermal Cost-Recovery Authority Act of 2025</strong></p><p>This bill expands the Geothermal Steam Act of 1970 to give the Department of the Interior the authority to collect certain fees from&nbsp;applicants for, or holders of, geothermal leases through September 30, 2032. Specifically, Interior may direct those applicants or&nbsp;leaseholders to reimburse the United States for costs from (1) processing applications for geothermal leases on federal land, such as applications for geothermal drilling permits; and (2) inspecting and monitoring geothermal exploration and development activities, including reclamation activities.</p><p>Interior may reduce the amount of the fee if it determines that (1) the full reimbursement would impose an economic hardship on the applicant, or (2) a less than full reimbursement is necessary to promote the greatest use of geothermal resources.</p><p>Interior&nbsp;may use those fees only&nbsp;to the extent that they are provided in advance in appropriations acts&nbsp;for (1) processing applications for geothermal leases, and (2) inspecting and monitoring related&nbsp;exploration and development activities.</p><p>Within five years of the bill's enactment, Interior must submit to Congress a report that includes an assessment of how the fees affect Interior's geothermal leasing program and any recommendations for updates to the fees and the program.&nbsp;</p>",2025-04-11T14:21:04Z,0,398,HR
1683,2025-01-31,Introduced in House,House,H,2025-04-11T13:33:56Z,<p>This resolution provides amounts for the expenses of the House Committee on Natural Resources for the 119th&nbsp;Congress.</p>,2025-04-11T13:34:06Z,0,90,HRES
1684,2025-01-31,Introduced in House,House,H,2025-04-11T13:33:10Z,<p>This resolution provides amounts for the expenses of the House Committee on the Judiciary for the 119th&nbsp;Congress.</p>,2025-04-11T13:33:13Z,0,86,HRES
1685,2025-01-31,Introduced in House,House,H,2025-04-11T13:32:12Z,<p>This resolution provides amounts for the expenses of the House Committee on Energy and Commerce for the 119th Congress.</p>,2025-04-11T13:32:32Z,0,85,HRES
1686,2025-02-21,Introduced in House,House,H,2025-04-11T12:27:54Z,"<p><strong>One Seat Ride Act</strong></p><p>This bill requires the Department of Transportation to conduct a study on the benefits of commuter rail passenger transportation and major obstacles to providing commuter rail passenger transportation that does not involve a transfer for passengers. The study must consider economic, logistical, and quality of life factors. It must also include a cost-benefit analysis of single-seat trips on the New Jersey Transit Raritan Valley line during peak hours and the impact such trips would have on other New Jersey Transit lines.</p>",2025-04-11T12:28:54Z,0,1478,HR
1687,2025-03-27,Introduced in House,House,H,2025-04-11T12:06:10Z,"<p><strong>Future Uses of Technology Upholding Reliable and Enhanced Networks Act or the FUTURE Networks Act</strong></p><p>This bill requires the Federal Communications Commission (FCC) to establish a 6G Task Force to report on industry-led efforts to set standards for sixth-generation wireless technology and the possible uses and limitations of such technology, among other topics. The task force must publish and solicit public comment on a draft of the report, and must take such comments into consideration in preparing the final report. &nbsp;</p><p>Members of the task force must include, to the extent practicable, representatives of companies in the communications industry; public interest organizations or academic institutions; and federal, state, tribal, and local governments (with at least one member representing each level of government). Members are to be selected by the chair of the FCC, and generally may not include representatives of entities owned or controlled by, or subject to the influence of, a foreign adversary, or otherwise deemed to pose a threat to U.S. national security.</p>",2025-04-11T12:09:55Z,0,2449,HR
1688,2025-01-31,Introduced in House,House,H,2025-04-10T16:45:53Z,<p>This resolution provides amounts for the expenses of the House Committee on Transportation and Infrastructure for the 119th&nbsp;Congress.</p>,2025-04-10T16:45:56Z,0,84,HRES
1689,2025-01-31,Introduced in House,House,H,2025-04-10T16:45:06Z,<p>This resolution provides amounts for the expenses of the House Committee on Rules for the 119th&nbsp;Congress.</p>,2025-04-10T16:45:10Z,0,83,HRES
1690,2025-01-31,Introduced in House,House,H,2025-04-10T16:43:14Z,<p>This resolution provides amounts for the expenses of the House Committee on Oversight and Government Reform for the 119th&nbsp;Congress.</p>,2025-04-10T16:43:17Z,0,82,HRES
1691,2025-01-16,Introduced in House,House,H,2025-04-10T16:41:35Z,"<p><b>Lumbee Fairness Act</b></p> <p>This bill extends federal recognition to the Lumbee Tribe of North Carolina and makes its members eligible for the services and benefits provided to members of federally recognized tribes. </p> <p>Members of the tribe residing in Robeson, Cumberland, Hoke, and Scotland Counties in North Carolina are deemed to be within the delivery area for such services.</p> <p>The Department of the Interior and the Department of Health and Human Services must develop, in consultation with the tribe, a determination of needs to provide the services for which members of the tribe are eligible.</p> <p>Interior may take land into trust for the benefit of the tribe.</p> <p>Finally, North Carolina must exercise jurisdiction over all criminal offenses committed, and all civil actions that arise, on North Carolina lands owned by, or held in trust for, the Lumbee Tribe or any dependent Indian community of the tribe unless jurisdiction is transferred to the United States pursuant to an agreement between the tribe and the state.</p>",2025-04-10T16:41:39Z,0,474,HR
1692,2025-02-06,Introduced in House,House,H,2025-04-10T14:09:27Z,"<p><strong>Protect Our Letter Carriers Act of 2025</strong><br/><br/>This bill requires or authorizes certain actions related to the U.S. Postal Service (USPS).<br/><br/>The bill requires the Department of Justice to appoint an assistant U.S. attorney in each judicial district to coordinate and supervise the investigation and prosecution of various crimes related to postal services (for example, assault on a postal service employee, breaking into a post office, or obstruction of mails). <br/><br/>The bill also requires the U.S. Sentencing Commission to amend sentencing guidelines to provide that the assault or robbery of a postal employee shall be treated the same as the assault of a law enforcement officer.</p><p>Additionally, the bill authorizes appropriations for the USPS to install high security collection boxes and replace older versions of the universal mailbox key with electronic versions.</p>",2025-04-10T14:09:33Z,0,1065,HR
1693,2025-01-31,Introduced in House,House,H,2025-04-10T14:05:15Z,<p>This resolution provides amounts for the expenses of the House Committee on Armed Services for the 119th&nbsp;Congress.</p>,2025-04-10T14:05:24Z,0,80,HRES
1694,2025-01-31,Introduced in House,House,H,2025-04-10T14:02:52Z,<p>This resolution provides amounts for the expenses of the House Committee on Veterans' Affairs for the 119th&nbsp;Congress.</p>,2025-04-10T14:02:57Z,0,79,HRES
1695,2025-01-16,Introduced in Senate,Senate,S,2025-04-10T14:00:58Z,"<p><b>Lumbee Fairness Act</b></p> <p>This bill extends federal recognition to the Lumbee Tribe of North Carolina and makes its members eligible for the services and benefits provided to members of federally recognized tribes. </p> <p>Members of the tribe residing in Robeson, Cumberland, Hoke, and Scotland Counties in North Carolina are deemed to be within the delivery area for such services.</p> <p>The Department of the Interior and the Department of Health and Human Services must develop, in consultation with the tribe, a determination of needs to provide the services for which members of the tribe are eligible.</p> <p>Interior may take land into trust for the benefit of the tribe.</p> <p>Finally, North Carolina must exercise jurisdiction over all criminal offenses committed, and all civil actions that arise, on North Carolina lands owned by, or held in trust for, the Lumbee Tribe or any dependent Indian community of the tribe unless jurisdiction is transferred to the United States pursuant to an agreement between the tribe and the state.</p>",2025-04-10T14:01:02Z,0,107,S
1696,2025-01-16,Introduced in House,House,H,2025-04-10T13:58:42Z,"<p><strong>Make the Migrant Protection Protocols Mandatory Act of 2025</strong></p><p>This bill requires the Department of Justice (DOJ) to remove certain non-U.S. nationals (<em>aliens</em> under federal law) from the United States while such an individual's application for admission is pending.</p><p>Specifically, if such an individual arrived by land from a foreign country bordering the United States and the individual is not clearly and beyond a doubt entitled to admission into the United States, DOJ must return that individual to that bordering foreign country while the individual's application for admission is pending. (Currently, DOJ may choose to detain such an individual or return the individual to the bordering foreign country while the application for admission is pending.)</p>",2025-04-10T13:58:56Z,0,551,HR
1697,2025-01-15,Introduced in Senate,Senate,S,2025-04-10T13:55:30Z,"<p><b>Wounded Knee Massacre Memorial and Sacred Site Act</b></p> <p>This bill directs the Department of the Interior to complete all actions necessary to place approximately 40 acres of land in Oglala Lakota County, South Dakota, into restricted fee status for the Oglala Sioux Tribe and the Cheyenne River Sioux Tribe. <i>Restricted fee status</i> refers to land that is owned by a tribe or tribal member but is subject to restrictions by the United States against alienation (i.e., sale or transfer) or encumbrance (e.g., liens, leases, or rights-of-way) by operation of law.</p> <p>The bill requires the land to be held and maintained as a memorial and sacred site, as outlined by the document titled<i> Covenant Between the Oglala Sioux Tribe and the Cheyenne River Sioux Tribe</i> and dated October 21, 2022. Further, it prohibits commercial development and gaming activity on the land.</p>",2025-04-10T13:55:48Z,0,105,S
1698,2025-01-28,Introduced in House,House,H,2025-04-09T19:57:08Z,"<p><strong>Surveilling Effluent Water for Epidemic Response Act or the SEWER Act</strong></p><p>This bill provides statutory authority for the Centers for Disease Control and Prevention (CDC) National Wastewater Surveillance System (NWSS) program, which detects and monitors pathogens in wastewater. It requires the CDC to expand and intensify the activities of the NWSS, including with respect to SARS-CoV-2&nbsp;(the virus that causes&nbsp;COVID-19), influenza, mpox, dengue, West Nile virus, and respiratory syncytial virus (RSV).&nbsp;</p><p>The&nbsp;NWSS&nbsp;provides funding and guidance to public health departments for wastewater surveillance activities.&nbsp;Under the NWSS, health departments and other partners coordinate on wastewater&nbsp;surveillance at sampling sites and share data with the CDC. The NWSS was initially&nbsp;implemented&nbsp;to monitor&nbsp;SARS-CoV-2&nbsp;and has since expanded to include influenza A, avian influenza A,&nbsp;mpox, and RSV. &nbsp; &nbsp;&nbsp;</p>",2025-04-09T19:57:52Z,0,766,HR
1699,2025-02-27,Introduced in House,House,H,2025-04-09T19:16:51Z,"<p><strong>Copay Fairness for Veterans Act</strong></p><p>This bill eliminates veterans' copayments for medication, hospital care, and medical services related to preventive health services provided by the Department of Veterans Affairs.</p><p>The bill expands the definition of preventive health services to include (1) evidence-based items or services that have an A or B rating in the recommendations of the United States Preventive Services Task Force; (2) immunizations that have a recommendation from the Advisory Committee on Immunization Practices of the Centers for Disease Control and Prevention with respect to the individual involved; and (3) with respect to services for women, the preventive care, screenings, and contraceptives provided for in the Health Resources and Services Administration Preventive Services Guidelines in effect as of December 30, 2022, and any contraceptive approved, granted, or cleared by the Food and Drug Administration, any related contraceptive care, and any related services.</p>",2025-04-09T19:17:35Z,0,1644,HR
1700,2025-02-12,Introduced in House,House,H,2025-04-09T18:46:18Z,"<p><strong>Federal Infrastructure Bank Act of 2025</strong></p><p>This bill establishes the Federal Infrastructure Bank and the Federal Infrastructure Bank Holding Company (FIBHC). The bank shall be a wholly owned subsidiary of the FIBHC.</p><p>The bank must provide equity investments, direct loans, and loan guarantees for the planning, predevelopment, design, construction, operation, or maintenance of revenue-producing infrastructure projects in the United States with sufficient revenue sources and guarantees to support the interest and principal payments to the bank. At least 10% of the loans, equity investments, and loan guarantees must be for infrastructure projects in rural areas.</p><p>Entities eligible for loans, equity investments, and loan guarantees include corporations, joint ventures, states, and governmental entities. The bank is prohibited from providing funding for infrastructure projects that are owned, directed, controlled, financed, or influenced by the Chinese government or the Chinese Communist Party.</p><p>The Board of Governors of the Federal Reserve System shall have oversight and supervisory authority over the FIBHC and the bank. The bank must establish an Infrastructure Guarantee Fund to cover loans and loan guarantees in the event of nonpayment by loan recipients.</p><p>The FIBHC may issue equity securities, make dividend payments on the securities, and issue bonds.&nbsp;</p><p>The bill provides for a tax credit in an amount equal to 10% of the amount a taxpayer paid to the FIBHC for an equity investment issued within three years of&nbsp;the formation of the FIBHC.</p>",2025-04-09T18:50:11Z,0,1235,HR
1701,2025-02-05,Introduced in House,House,H,2025-04-09T18:37:12Z,"<p><strong>Protecting Women’s Private Spaces Act</strong></p><p>This bill prohibits a person from accessing or using single-sex restrooms, locker rooms, or changing rooms on federal property other than those corresponding to such person's biological sex.&nbsp;</p><p>This prohibition does not apply to (1) emergency medical personnel responding to a medical emergency, or (2) law enforcement officers in active pursuit of a suspect or as part of an active investigation.</p>",2025-04-09T18:37:47Z,0,1016,HR
1702,2025-01-16,Introduced in House,House,H,2025-04-09T18:03:35Z,"<p>This bill directs the President to impose additional duties (i.e., tariffs) on all imports entering the United States.</p><p>Specifically, the President must impose an additional 10% duty on all imports entering the United States.&nbsp;</p><p>Additionally, the bill directs the President to increase this duty on imported goods by an additional 5% if the United States has a deficit in the trade of goods and services generally for the immediately preceding calendar year. If the United States has a balance or surplus in the trade of goods and services, then the President must decrease the duty by 5% (except the imposed duty shall not be reduced below $0).</p>",2025-04-09T18:04:39Z,0,505,HR
1703,2025-01-16,Introduced in House,House,H,2025-04-09T16:44:13Z,"<p><strong>Permanent Tax Cuts for American Families Act of 2025 </strong></p><p>This bill makes permanent the increased standard tax deduction amounts enacted in 2017 as part of the Tax Cuts and Jobs Act. </p><p>Under current law, the standard tax deduction consists of a statutory base amount that is adjusted annually for inflation. For tax years 2018-2025, the Tax Cuts and Jobs Act increased the standard tax deduction statutory base amounts to $24,000 (from $6,000) for joint filers, $18,000 (from $4,400) for head-of-household filers, and $12,000 (from $3,000) for single filers, which almost doubled the inflation-adjusted standard tax deduction amount for most taxpayers.</p><p>Under the bill, the increased standard tax deduction statutory base amounts of $24,000 for joint filers, $18,000 for head-of-household filers, and $12,000 for single filers are made permanent. The bill also makes permanent the annual adjustments to such amounts for inflation.</p>",2025-04-09T16:47:26Z,0,523,HR
1704,2025-02-10,Introduced in House,House,H,2025-04-09T15:27:23Z,"<p><strong>Honoring Our Fallen TSA Officers Act</strong></p><p>This bill includes Transportation Security Administration (TSA) employees in the&nbsp;Public Safety Officers' Benefits (PSOB) program under certain conditions. Specifically, the bill&nbsp;extends PSOB program&nbsp;death and disability benefits&nbsp;to TSA employees performing official duties related to protecting the nation's transportation systems.</p><p>As background, the PSOB program provides cash benefits to federal, state, and local law enforcement officers; firefighters; employees of emergency management agencies; and members of emergency medical services agencies who are killed or permanently and totally disabled as the result of personal injuries sustained in the line of duty.&nbsp;PSOB death benefits are payable to the eligible spouse and children of a public safety officer.&nbsp;Further, the Public Safety Officers’ Educational Assistance&nbsp;program, a component of the PSOB program, provides higher-education assistance to the children and spouses of public safety officers who are eligible for PSOB death or disability benefits.&nbsp;</p>",2025-04-09T15:28:45Z,0,1159,HR
1705,2025-01-16,Introduced in House,House,H,2025-04-09T14:40:44Z,"<p><strong>No Child Tax Credit for Illegals Act of 2025</strong></p><p>This bill extends and expands the Social Security number (SSN) identification requirements for claiming the child tax credit. The bill also provides that the omission of a correct SSN related to a child tax credit claim is to be treated as a mathematical error for certain purposes.</p><p>Under current law, to claim the child tax credit, a taxpayer must provide a work-authorized SSN (issued prior to the due date of the federal income tax return) for each qualifying child. Beginning in 2026, to claim the child tax credit, a taxpayer must provide a valid taxpayer identification number (issued on or before the due date of the federal income tax return) for each qualifying child.</p><p>Under the bill, to claim the child tax credit, a taxpayer must provide a work-authorized SSN (issued before the due date of the federal tax return) for (1) each qualifying child; and (2) the taxpayer, the taxpayer and the taxpayer’s spouse (if filing jointly), or either the taxpayer or the taxpayer’s spouse (if either is a member of the Armed Forces).</p><p>Finally, the bill provides that the omission of a correct SSN related to a claim for the child tax credit is a mathematical error for purposes of certain tax assessment and collection procedures.&nbsp;</p>",2025-04-09T14:46:31Z,0,547,HR
1706,2025-02-27,Introduced in Senate,Senate,S,2025-04-09T14:45:41Z,"<p><strong>Lactation Spaces for Veteran Moms Act</strong></p> <p>This bill requires the Department of Veterans Affairs to ensure that each of its medical centers contains a hygienic lactation space that is not a bathroom and meets other specifications (e.g., must be easy to locate). </p>",2025-04-09T14:45:47Z,0,778,S
1707,2025-01-09,Introduced in Senate,Senate,S,2025-04-09T14:42:58Z,"<p><strong>Write the Laws Act</strong></p><p>This bill prohibits an act of Congress from containing any delegation of legislative powers, whether to any component within the legislative branch, the President or any other member of the executive branch, the judicial branch, any agency or quasi-public agency, any state or state instrumentality, or any other organization or individual.</p><p>The Government Accountability Office must identify to Congress all statutes enacted before the date that is 90 days after this bill's enactment that contain any delegation of legislative power.</p><p>Any act of Congress, presidential directive, adjudicative decision, rule, or regulation that is enacted 90 days or more after this bill's enactment and is noncompliant with this bill shall have no force or effect.</p>",2025-04-09T14:44:34Z,0,60,S
1708,2025-02-24,Introduced in House,House,H,2025-04-09T14:34:01Z,<p><strong>Bolstering America’s Democracy and Demanding Oversight and Government Ethics Act or the BAD DOGE Act</strong></p><p>This bill provides that Executive Order 14158 (relating to establishing and implementing the President's Department of Government Efficiency) shall have no force or effect.</p>,2025-04-09T14:34:13Z,0,1535,HR
